start_date,end_date,sales,customer,status,product,revenue
6/23/2019,8/18/2019,S15,C948,initial,Pru Accident Guard,3200000
6/23/2019,8/18/2019,S23,C134,initial,Credit Life Insurance,2200000
6/23/2019,8/18/2019,S2,C213,negotiation,Pru Accident Guard Plus,9800000
6/23/2019,8/19/2019,S94,C469,drop,Credit Life Insurance,6800000
6/23/2019,8/19/2019,S47,C876,negotiation,Indonesian Fire Insurance Standard Policy,200000
6/23/2019,8/19/2019,S97,C454,identified,Injuries Protection (AIG),5800000
6/23/2019,8/19/2019,S31,C19,closed,Versa Credit Protection,100000
6/23/2019,8/19/2019,S32,C216,initial,Personal Belongings Protection,5600000
6/23/2019,8/19/2019,S90,C569,offering,Indonesian Fire Insurance Standard Policy,9000000
6/23/2019,8/19/2019,S23,C477,closed,Smart Life Protection,8600000
6/23/2019,8/19/2019,S22,C538,identified,Pru Accident Guard Plus,4100000
6/23/2019,8/19/2019,S24,C501,identified,Pru Accident Guard Plus,8500000
6/23/2019,8/19/2019,S89,C307,initial,Pru Accident Cover,7100000
6/23/2019,8/19/2019,S72,C290,negotiation,Pru Accident Guard,5900000
6/23/2019,8/19/2019,S87,C110,offering,Pru Accident Cover,3800000
6/23/2019,8/19/2019,S34,C397,negotiation,Credit Life Insurance,4300000
6/23/2019,8/19/2019,S23,C712,offering,Prumortgage Protection,7600000
6/23/2019,8/19/2019,S89,C253,identified,Indonesian Fire Insurance Standard Policy,3700000
6/23/2019,8/19/2019,S78,C534,identified,Pru Accident Cover,9300000
6/23/2019,8/19/2019,S95,C638,negotiation,Prumortgage Protection,9700000
6/23/2019,8/19/2019,S99,C89,initial,Smart Protection Mortgage,8200000
6/23/2019,8/19/2019,S59,C706,identified,Pru Accident Cover,7700000
6/23/2019,8/19/2019,S48,C120,identified,Personal Belongings Protection,2400000
6/23/2019,8/19/2019,S63,C785,identified,Indonesian Fire Insurance Standard Policy,8700000
6/23/2019,8/19/2019,S81,C372,offering,Pru Accident Cover,9500000
6/24/2019,8/20/2019,S50,C809,negotiation,Pru Accident Cover,5100000
6/24/2019,8/20/2019,S81,C50,closed,Smart Protection Mortgage,2300000
6/24/2019,8/20/2019,S67,C448,closed,Personal Belongings Protection,9700000
6/24/2019,8/20/2019,S67,C68,closed,Pru Accident Guard Plus,800000
6/24/2019,8/20/2019,S34,C2,initial,Credit Life Insurance,400000
6/24/2019,8/20/2019,S42,C223,offering,Credit Life Insurance,6800000
6/24/2019,8/20/2019,S34,C918,offering,Indonesian Fire Insurance Standard Policy,3200000
6/24/2019,8/20/2019,S53,C317,negotiation,Pru Accident Cover,6700000
6/24/2019,8/20/2019,S94,C150,negotiation,Injuries Protection (AIG),4600000
6/24/2019,8/20/2019,S58,C690,identified,Smart Protection Mortgage,4900000
6/24/2019,8/20/2019,S98,C206,drop,Indonesian Fire Insurance Standard Policy,1700000
6/24/2019,8/20/2019,S1,C339,identified,Smart Protection Mortgage,4700000
6/24/2019,8/20/2019,S4,C408,drop,Smart Life Protection,3300000
6/24/2019,8/20/2019,S10,C319,drop,Personal Belongings Protection,4000000
6/24/2019,8/20/2019,S31,C926,drop,Personal Belongings Protection,8200000
6/24/2019,8/20/2019,S16,C706,initial,Prumortgage Protection,300000
6/24/2019,8/20/2019,S20,C879,drop,Indonesian Fire Insurance Standard Policy,6800000
6/24/2019,8/20/2019,S58,C479,initial,Injuries Protection (AIG),8700000
6/24/2019,8/20/2019,S4,C165,identified,Pru Accident Cover,5500000
6/24/2019,8/20/2019,S82,C410,closed,Pru Accident Guard Plus,7100000
6/24/2019,8/21/2019,S20,C832,identified,Indonesian Fire Insurance Standard Policy,2800000
6/24/2019,8/21/2019,S83,C498,identified,Pru Accident Guard Plus,3700000
6/24/2019,8/21/2019,S29,C239,negotiation,Smart Life Protection,1700000
6/24/2019,8/21/2019,S53,C434,negotiation,Indonesian Fire Insurance Standard Policy,8200000
6/24/2019,8/21/2019,S51,C144,offering,Prumortgage Protection,9900000
6/24/2019,8/21/2019,S72,C638,negotiation,Injuries Protection (AIG),9800000
6/25/2019,8/21/2019,S76,C523,identified,Pru Accident Guard,300000
6/25/2019,8/21/2019,S76,C240,drop,Smart Protection Mortgage,2000000
6/25/2019,8/21/2019,S48,C627,closed,Personal Belongings Protection,6200000
6/25/2019,8/21/2019,S73,C155,closed,Prumortgage Protection,700000
6/25/2019,8/21/2019,S32,C110,drop,Pru Accident Cover,6500000
6/25/2019,8/21/2019,S33,C830,initial,Personal Belongings Protection,7700000
6/25/2019,8/21/2019,S22,C897,negotiation,Pru Accident Guard,7900000
6/25/2019,8/21/2019,S70,C414,initial,Pru Accident Guard Plus,700000
6/25/2019,8/21/2019,S100,C429,offering,Smart Life Protection,3100000
6/25/2019,8/21/2019,S15,C267,drop,Versa Credit Protection,6200000
6/25/2019,8/21/2019,S20,C198,initial,Pru Accident Cover,7200000
6/25/2019,8/21/2019,S34,C211,closed,Injuries Protection (AIG),8800000
6/25/2019,8/21/2019,S26,C359,identified,Versa Credit Protection,7000000
6/25/2019,8/21/2019,S99,C610,initial,Prumortgage Protection,6400000
6/25/2019,8/21/2019,S19,C732,offering,Indonesian Fire Insurance Standard Policy,3900000
6/25/2019,8/22/2019,S51,C979,drop,Smart Life Protection,200000
6/25/2019,8/22/2019,S27,C973,identified,Prumortgage Protection,4000000
6/25/2019,8/22/2019,S84,C750,identified,Pru Accident Cover,6300000
6/25/2019,8/22/2019,S85,C477,identified,Prumortgage Protection,4400000
6/25/2019,8/22/2019,S71,C876,drop,Personal Belongings Protection,1000000
6/25/2019,8/22/2019,S40,C844,negotiation,Credit Life Insurance,6000000
6/25/2019,8/22/2019,S37,C978,initial,Pru Accident Cover,3000000
6/25/2019,8/22/2019,S25,C827,drop,Pru Accident Cover,3300000
6/25/2019,8/22/2019,S30,C896,drop,Prumortgage Protection,5500000
6/25/2019,8/22/2019,S36,C508,offering,Injuries Protection (AIG),7800000
6/26/2019,8/22/2019,S100,C776,closed,Pru Accident Guard Plus,5800000
6/26/2019,8/22/2019,S58,C426,drop,Pru Accident Guard,6600000
6/26/2019,8/22/2019,S60,C865,negotiation,Pru Accident Cover,5800000
6/26/2019,8/22/2019,S99,C372,negotiation,Indonesian Fire Insurance Standard Policy,2900000
6/26/2019,8/22/2019,S60,C408,initial,Versa Credit Protection,4400000
6/26/2019,8/22/2019,S68,C323,identified,Credit Life Insurance,5600000
6/26/2019,8/22/2019,S53,C878,initial,Pru Accident Cover,6200000
6/26/2019,8/22/2019,S42,C456,negotiation,Versa Credit Protection,2300000
6/26/2019,8/22/2019,S18,C731,offering,Personal Belongings Protection,2500000
6/26/2019,8/22/2019,S84,C339,identified,Prumortgage Protection,9600000
6/26/2019,8/22/2019,S35,C671,identified,Smart Life Protection,5700000
6/26/2019,8/22/2019,S46,C206,closed,Smart Life Protection,300000
6/26/2019,8/22/2019,S14,C759,closed,Personal Belongings Protection,6200000
6/26/2019,8/22/2019,S69,C331,negotiation,Prumortgage Protection,4900000
6/26/2019,8/22/2019,S18,C374,closed,Credit Life Insurance,1500000
6/26/2019,8/22/2019,S19,C232,negotiation,Pru Accident Guard,1000000
6/26/2019,8/23/2019,S18,C387,closed,Versa Credit Protection,3700000
6/26/2019,8/23/2019,S90,C820,initial,Versa Credit Protection,1600000
6/26/2019,8/23/2019,S93,C386,identified,Indonesian Fire Insurance Standard Policy,8700000
6/26/2019,8/23/2019,S27,C69,offering,Pru Accident Guard,3000000
6/26/2019,8/23/2019,S86,C268,closed,Personal Belongings Protection,4300000
6/26/2019,8/23/2019,S56,C325,negotiation,Credit Life Insurance,3200000
6/27/2019,8/23/2019,S94,C734,identified,Pru Accident Guard Plus,2900000
6/27/2019,8/23/2019,S25,C571,initial,Pru Accident Guard Plus,9400000
6/27/2019,8/23/2019,S68,C383,offering,Smart Protection Mortgage,5700000
6/27/2019,8/23/2019,S45,C358,initial,Smart Protection Mortgage,8900000
6/27/2019,8/23/2019,S25,C896,negotiation,Pru Accident Cover,1300000
6/27/2019,8/23/2019,S39,C821,closed,Credit Life Insurance,6500000
6/27/2019,8/23/2019,S75,C442,offering,Pru Accident Guard Plus,9800000
6/27/2019,8/23/2019,S12,C596,closed,Credit Life Insurance,4400000
6/27/2019,8/23/2019,S21,C732,initial,Pru Accident Guard,2700000
6/27/2019,8/23/2019,S48,C214,initial,Credit Life Insurance,900000
6/27/2019,8/23/2019,S54,C718,negotiation,Indonesian Fire Insurance Standard Policy,3700000
6/27/2019,8/23/2019,S36,C875,identified,Smart Protection Mortgage,1300000
6/27/2019,8/24/2019,S48,C99,negotiation,Personal Belongings Protection,200000
6/27/2019,8/24/2019,S37,C411,offering,Smart Protection Mortgage,2000000
6/27/2019,8/24/2019,S33,C138,identified,Prumortgage Protection,6900000
6/27/2019,8/24/2019,S86,C649,drop,Personal Belongings Protection,4000000
6/27/2019,8/24/2019,S18,C497,negotiation,Injuries Protection (AIG),7600000
6/27/2019,8/24/2019,S33,C129,identified,Indonesian Fire Insurance Standard Policy,9100000
6/27/2019,8/24/2019,S68,C412,negotiation,Pru Accident Guard Plus,9300000
6/27/2019,8/24/2019,S29,C546,negotiation,Versa Credit Protection,7200000
6/27/2019,8/24/2019,S3,C478,drop,Pru Accident Guard Plus,9200000
6/27/2019,8/24/2019,S68,C669,closed,Pru Accident Guard,2800000
6/28/2019,8/24/2019,S67,C197,drop,Prumortgage Protection,1900000
6/28/2019,8/24/2019,S57,C252,initial,Personal Belongings Protection,3800000
6/28/2019,8/24/2019,S54,C553,offering,Smart Protection Mortgage,9200000
6/28/2019,8/24/2019,S84,C164,offering,Smart Life Protection,3000000
6/28/2019,8/24/2019,S51,C367,initial,Pru Accident Guard Plus,2300000
6/28/2019,8/24/2019,S91,C10,offering,Smart Protection Mortgage,3100000
6/28/2019,8/24/2019,S61,C924,initial,Versa Credit Protection,600000
6/28/2019,8/24/2019,S24,C114,closed,Personal Belongings Protection,7100000
6/28/2019,8/24/2019,S66,C320,closed,Prumortgage Protection,3400000
6/28/2019,8/24/2019,S25,C482,offering,Injuries Protection (AIG),8100000
6/28/2019,8/24/2019,S91,C702,initial,Pru Accident Cover,1900000
6/28/2019,8/24/2019,S86,C373,initial,Smart Life Protection,1100000
6/28/2019,8/25/2019,S18,C775,negotiation,Pru Accident Guard Plus,2500000
6/28/2019,8/25/2019,S58,C599,negotiation,Pru Accident Guard,2500000
6/28/2019,8/25/2019,S27,C4,offering,Pru Accident Guard,9700000
6/28/2019,8/25/2019,S31,C964,offering,Prumortgage Protection,4800000
6/28/2019,8/25/2019,S21,C780,initial,Smart Life Protection,900000
6/28/2019,8/25/2019,S14,C963,initial,Pru Accident Guard,7300000
6/28/2019,8/25/2019,S63,C684,initial,Prumortgage Protection,9900000
6/28/2019,8/25/2019,S79,C702,closed,Smart Life Protection,8000000
6/28/2019,8/25/2019,S100,C621,negotiation,Pru Accident Guard,1700000
6/28/2019,8/25/2019,S72,C515,identified,Smart Protection Mortgage,8700000
6/28/2019,8/25/2019,S77,C715,negotiation,Prumortgage Protection,3200000
6/28/2019,8/25/2019,S10,C688,identified,Indonesian Fire Insurance Standard Policy,3900000
6/28/2019,8/25/2019,S30,C789,identified,Indonesian Fire Insurance Standard Policy,2300000
6/28/2019,8/25/2019,S82,C999,negotiation,Personal Belongings Protection,4500000
6/28/2019,8/25/2019,S16,C109,offering,Pru Accident Cover,6200000
6/28/2019,8/26/2019,S95,C78,negotiation,Pru Accident Guard Plus,2700000
6/28/2019,8/26/2019,S47,C100,negotiation,Personal Belongings Protection,7000000
6/28/2019,8/26/2019,S72,C58,offering,Injuries Protection (AIG),5200000
6/29/2019,8/26/2019,S24,C359,identified,Pru Accident Cover,9700000
6/29/2019,8/26/2019,S78,C247,initial,Versa Credit Protection,2900000
6/29/2019,8/26/2019,S62,C431,negotiation,Personal Belongings Protection,2900000
6/29/2019,8/26/2019,S32,C139,negotiation,Injuries Protection (AIG),9100000
6/29/2019,8/26/2019,S74,C872,offering,Pru Accident Guard,9600000
6/29/2019,8/26/2019,S87,C420,closed,Smart Life Protection,5300000
6/29/2019,8/26/2019,S64,C593,identified,Pru Accident Guard Plus,8200000
6/29/2019,8/26/2019,S16,C222,identified,Credit Life Insurance,5800000
6/29/2019,8/26/2019,S95,C947,closed,Prumortgage Protection,7900000
6/29/2019,8/26/2019,S11,C465,negotiation,Prumortgage Protection,5200000
6/29/2019,8/26/2019,S66,C913,initial,Pru Accident Guard,7600000
6/29/2019,8/26/2019,S74,C887,offering,Smart Protection Mortgage,5700000
6/29/2019,8/26/2019,S93,C121,initial,Smart Protection Mortgage,2400000
6/29/2019,8/26/2019,S8,C234,offering,Indonesian Fire Insurance Standard Policy,8200000
6/29/2019,8/26/2019,S77,C53,closed,Versa Credit Protection,9100000
6/29/2019,8/26/2019,S25,C86,initial,Versa Credit Protection,400000
6/29/2019,8/26/2019,S36,C994,drop,Versa Credit Protection,2400000
6/29/2019,8/26/2019,S11,C691,negotiation,Personal Belongings Protection,4600000
6/29/2019,8/26/2019,S1,C337,closed,Pru Accident Cover,7300000
6/29/2019,8/26/2019,S38,C874,drop,Personal Belongings Protection,1800000
6/29/2019,8/26/2019,S49,C699,identified,Prumortgage Protection,9600000
6/29/2019,8/26/2019,S22,C912,identified,Pru Accident Guard Plus,2400000
6/29/2019,8/26/2019,S36,C319,initial,Pru Accident Guard,800000
6/29/2019,8/27/2019,S35,C53,closed,Pru Accident Guard Plus,2700000
6/29/2019,8/27/2019,S13,C256,initial,Prumortgage Protection,8700000
6/29/2019,8/27/2019,S20,C828,identified,Pru Accident Guard Plus,3500000
6/29/2019,8/27/2019,S83,C496,offering,Versa Credit Protection,4500000
6/29/2019,8/27/2019,S23,C631,negotiation,Indonesian Fire Insurance Standard Policy,6600000
6/29/2019,8/27/2019,S40,C377,drop,Credit Life Insurance,6200000
6/29/2019,8/27/2019,S60,C927,initial,Indonesian Fire Insurance Standard Policy,9300000
6/29/2019,8/27/2019,S10,C944,negotiation,Pru Accident Guard Plus,3400000
6/30/2019,8/27/2019,S29,C970,closed,Pru Accident Guard Plus,6700000
6/30/2019,8/27/2019,S7,C733,drop,Smart Protection Mortgage,8700000
6/30/2019,8/27/2019,S83,C240,drop,Smart Protection Mortgage,6800000
6/30/2019,8/27/2019,S36,C18,closed,Smart Protection Mortgage,6100000
6/30/2019,8/27/2019,S13,C705,drop,Personal Belongings Protection,9100000
6/30/2019,8/27/2019,S72,C325,identified,Versa Credit Protection,900000
6/30/2019,8/27/2019,S97,C700,negotiation,Indonesian Fire Insurance Standard Policy,2700000
6/30/2019,8/27/2019,S36,C532,offering,Personal Belongings Protection,2700000
6/30/2019,8/27/2019,S60,C742,offering,Smart Protection Mortgage,3400000
6/30/2019,8/27/2019,S27,C400,negotiation,Credit Life Insurance,7900000
6/30/2019,8/27/2019,S37,C488,drop,Pru Accident Cover,3700000
6/30/2019,8/27/2019,S68,C494,negotiation,Personal Belongings Protection,7000000
6/30/2019,8/27/2019,S34,C48,initial,Personal Belongings Protection,9500000
6/30/2019,8/27/2019,S49,C12,initial,Injuries Protection (AIG),1300000
6/30/2019,8/28/2019,S52,C48,negotiation,Prumortgage Protection,5300000
6/30/2019,8/28/2019,S75,C108,closed,Personal Belongings Protection,2600000
6/30/2019,8/28/2019,S46,C884,initial,Pru Accident Guard,1200000
6/30/2019,8/28/2019,S75,C644,offering,Prumortgage Protection,3000000
6/30/2019,8/28/2019,S18,C694,negotiation,Smart Protection Mortgage,3400000
6/30/2019,8/28/2019,S92,C750,offering,Indonesian Fire Insurance Standard Policy,6700000
6/30/2019,8/28/2019,S95,C119,negotiation,Versa Credit Protection,4500000
6/30/2019,8/28/2019,S52,C85,negotiation,Smart Life Protection,4500000
6/30/2019,8/28/2019,S72,C518,identified,Prumortgage Protection,6900000
7/1/2019,8/28/2019,S58,C444,identified,Smart Life Protection,3600000
7/1/2019,8/28/2019,S21,C355,offering,Personal Belongings Protection,5500000
7/1/2019,8/28/2019,S75,C237,offering,Pru Accident Cover,3000000
7/1/2019,8/28/2019,S5,C608,closed,Injuries Protection (AIG),1600000
7/1/2019,8/28/2019,S30,C372,identified,Smart Life Protection,9600000
7/1/2019,8/28/2019,S91,C454,negotiation,Versa Credit Protection,6000000
7/1/2019,8/28/2019,S86,C819,drop,Pru Accident Guard Plus,600000
7/1/2019,8/28/2019,S40,C648,drop,Smart Life Protection,4200000
7/1/2019,8/28/2019,S59,C49,initial,Pru Accident Cover,7000000
7/1/2019,8/28/2019,S7,C816,closed,Pru Accident Guard,5500000
7/1/2019,8/28/2019,S33,C445,identified,Versa Credit Protection,7900000
7/1/2019,8/28/2019,S50,C70,identified,Smart Life Protection,6900000
7/1/2019,8/28/2019,S2,C938,drop,Injuries Protection (AIG),400000
7/1/2019,8/28/2019,S26,C195,negotiation,Pru Accident Guard,500000
7/1/2019,8/28/2019,S7,C718,drop,Versa Credit Protection,500000
7/1/2019,8/28/2019,S38,C136,drop,Prumortgage Protection,2500000
7/1/2019,8/28/2019,S72,C500,offering,Credit Life Insurance,3600000
7/1/2019,8/28/2019,S9,C177,offering,Indonesian Fire Insurance Standard Policy,2800000
7/1/2019,8/28/2019,S50,C249,closed,Pru Accident Guard,2900000
7/1/2019,8/28/2019,S83,C40,identified,Personal Belongings Protection,1300000
7/1/2019,8/29/2019,S47,C802,negotiation,Injuries Protection (AIG),8600000
7/1/2019,8/29/2019,S60,C245,closed,Personal Belongings Protection,3900000
7/1/2019,8/29/2019,S96,C648,identified,Prumortgage Protection,2000000
7/2/2019,8/29/2019,S68,C763,negotiation,Smart Life Protection,3000000
7/2/2019,8/29/2019,S9,C90,drop,Pru Accident Cover,4400000
7/2/2019,8/29/2019,S24,C535,drop,Pru Accident Guard,400000
7/2/2019,8/29/2019,S59,C957,initial,Credit Life Insurance,2100000
7/2/2019,8/29/2019,S7,C26,initial,Pru Accident Cover,3700000
7/2/2019,8/29/2019,S85,C786,identified,Pru Accident Cover,1800000
7/2/2019,8/29/2019,S69,C688,identified,Indonesian Fire Insurance Standard Policy,4500000
7/2/2019,8/29/2019,S55,C999,offering,Smart Life Protection,4200000
7/2/2019,8/29/2019,S58,C981,drop,Smart Protection Mortgage,7400000
7/2/2019,8/29/2019,S31,C168,identified,Indonesian Fire Insurance Standard Policy,9600000
7/2/2019,8/29/2019,S28,C168,drop,Indonesian Fire Insurance Standard Policy,700000
7/2/2019,8/29/2019,S56,C741,initial,Versa Credit Protection,9200000
7/2/2019,8/29/2019,S51,C122,closed,Pru Accident Guard Plus,4700000
7/2/2019,8/29/2019,S84,C533,identified,Injuries Protection (AIG),4100000
7/2/2019,8/29/2019,S87,C499,initial,Versa Credit Protection,7200000
7/2/2019,8/29/2019,S27,C367,closed,Smart Life Protection,3700000
7/2/2019,8/30/2019,S4,C382,identified,Personal Belongings Protection,4700000
7/2/2019,8/30/2019,S17,C816,negotiation,Personal Belongings Protection,2700000
7/2/2019,8/30/2019,S74,C911,identified,Versa Credit Protection,9300000
7/2/2019,8/30/2019,S2,C762,initial,Pru Accident Guard,200000
7/3/2019,8/30/2019,S99,C937,identified,Prumortgage Protection,400000
7/3/2019,8/30/2019,S50,C336,offering,Pru Accident Guard Plus,6100000
7/3/2019,8/30/2019,S28,C975,drop,Indonesian Fire Insurance Standard Policy,9900000
7/3/2019,8/30/2019,S92,C240,negotiation,Smart Protection Mortgage,2600000
7/3/2019,8/30/2019,S31,C610,closed,Prumortgage Protection,2900000
7/3/2019,8/30/2019,S83,C325,drop,Prumortgage Protection,5500000
7/3/2019,8/30/2019,S51,C58,initial,Pru Accident Cover,1000000
7/3/2019,8/30/2019,S58,C572,identified,Pru Accident Guard Plus,5000000
7/3/2019,8/30/2019,S64,C734,identified,Pru Accident Cover,1500000
7/3/2019,8/30/2019,S41,C445,closed,Smart Protection Mortgage,5400000
7/3/2019,8/30/2019,S31,C856,initial,Prumortgage Protection,4500000
7/3/2019,8/30/2019,S15,C173,negotiation,Versa Credit Protection,3600000
7/3/2019,8/30/2019,S41,C183,identified,Versa Credit Protection,3700000
7/3/2019,8/30/2019,S9,C241,identified,Credit Life Insurance,7100000
7/3/2019,8/30/2019,S73,C120,identified,Versa Credit Protection,9700000
7/3/2019,8/30/2019,S54,C778,closed,Smart Life Protection,2900000
7/3/2019,8/30/2019,S54,C519,offering,Pru Accident Guard Plus,4300000
7/3/2019,8/30/2019,S80,C710,drop,Prumortgage Protection,6500000
7/3/2019,8/30/2019,S65,C177,closed,Pru Accident Guard Plus,7900000
7/3/2019,8/30/2019,S20,C404,initial,Personal Belongings Protection,6600000
7/3/2019,8/30/2019,S70,C146,closed,Smart Life Protection,1900000
7/3/2019,8/30/2019,S56,C579,identified,Pru Accident Guard,3300000
7/3/2019,8/31/2019,S70,C302,offering,Smart Protection Mortgage,2900000
7/3/2019,8/31/2019,S29,C233,drop,Versa Credit Protection,7900000
7/3/2019,8/31/2019,S34,C219,offering,Personal Belongings Protection,1800000
7/3/2019,8/31/2019,S96,C370,identified,Versa Credit Protection,7800000
7/3/2019,8/31/2019,S100,C497,identified,Versa Credit Protection,8800000
7/3/2019,8/31/2019,S38,C397,negotiation,Credit Life Insurance,5900000
7/4/2019,8/31/2019,S43,C152,initial,Credit Life Insurance,7300000
7/4/2019,8/31/2019,S71,C868,closed,Indonesian Fire Insurance Standard Policy,3500000
7/4/2019,8/31/2019,S78,C191,drop,Pru Accident Guard Plus,8300000
7/4/2019,8/31/2019,S55,C890,initial,Pru Accident Guard,5000000
7/4/2019,8/31/2019,S3,C710,closed,Smart Protection Mortgage,7100000
7/4/2019,8/31/2019,S18,C874,offering,Injuries Protection (AIG),3300000
7/4/2019,8/31/2019,S27,C371,identified,Indonesian Fire Insurance Standard Policy,8900000
7/4/2019,8/31/2019,S67,C182,identified,Versa Credit Protection,5000000
7/4/2019,8/31/2019,S21,C289,identified,Credit Life Insurance,1400000
7/4/2019,8/31/2019,S57,C260,drop,Injuries Protection (AIG),3000000
7/4/2019,8/31/2019,S65,C637,closed,Smart Protection Mortgage,8000000
7/4/2019,8/31/2019,S21,C851,identified,Pru Accident Guard Plus,7400000
7/4/2019,8/31/2019,S74,C518,negotiation,Pru Accident Guard,8200000
7/4/2019,8/31/2019,S89,C424,negotiation,Injuries Protection (AIG),3800000
7/4/2019,8/31/2019,S3,C19,closed,Pru Accident Guard Plus,5700000
7/4/2019,9/1/2019,S30,C28,identified,Personal Belongings Protection,1100000
7/4/2019,9/1/2019,S97,C885,identified,Prumortgage Protection,1200000
7/4/2019,9/1/2019,S58,C507,negotiation,Indonesian Fire Insurance Standard Policy,6200000
7/4/2019,9/1/2019,S94,C532,negotiation,Prumortgage Protection,9200000
7/4/2019,9/1/2019,S7,C812,identified,Pru Accident Cover,3100000
7/4/2019,9/1/2019,S81,C917,closed,Personal Belongings Protection,3200000
7/4/2019,9/1/2019,S21,C979,offering,Credit Life Insurance,3000000
7/4/2019,9/1/2019,S43,C910,drop,Smart Protection Mortgage,4100000
7/4/2019,9/1/2019,S49,C926,drop,Pru Accident Guard Plus,2800000
7/4/2019,9/1/2019,S11,C965,initial,Smart Life Protection,1600000
7/4/2019,9/1/2019,S19,C348,identified,Credit Life Insurance,5400000
7/4/2019,9/1/2019,S18,C917,negotiation,Credit Life Insurance,9800000
7/5/2019,9/1/2019,S66,C329,closed,Pru Accident Guard,3900000
7/5/2019,9/1/2019,S81,C476,initial,Pru Accident Cover,8800000
7/5/2019,9/1/2019,S7,C459,offering,Prumortgage Protection,1700000
7/5/2019,9/2/2019,S15,C779,offering,Injuries Protection (AIG),5500000
7/5/2019,9/2/2019,S12,C147,identified,Smart Protection Mortgage,4100000
7/5/2019,9/2/2019,S96,C583,offering,Indonesian Fire Insurance Standard Policy,1300000
7/5/2019,9/2/2019,S94,C705,negotiation,Pru Accident Guard,5700000
7/5/2019,9/2/2019,S74,C622,identified,Versa Credit Protection,3300000
7/5/2019,9/2/2019,S87,C73,offering,Pru Accident Guard Plus,1800000
7/5/2019,9/2/2019,S92,C989,offering,Pru Accident Guard,7000000
7/5/2019,9/2/2019,S69,C563,closed,Injuries Protection (AIG),8400000
7/5/2019,9/2/2019,S28,C580,negotiation,Prumortgage Protection,3700000
7/5/2019,9/2/2019,S89,C352,negotiation,Smart Protection Mortgage,1500000
7/5/2019,9/2/2019,S19,C587,identified,Personal Belongings Protection,3900000
7/5/2019,9/2/2019,S66,C527,negotiation,Smart Protection Mortgage,3800000
7/5/2019,9/2/2019,S70,C545,initial,Smart Protection Mortgage,3200000
7/5/2019,9/2/2019,S62,C249,closed,Injuries Protection (AIG),6100000
7/5/2019,9/2/2019,S11,C547,negotiation,Smart Life Protection,8700000
7/5/2019,9/2/2019,S70,C994,offering,Pru Accident Cover,7800000
7/5/2019,9/2/2019,S48,C406,closed,Pru Accident Guard,3800000
7/5/2019,9/2/2019,S20,C826,identified,Smart Protection Mortgage,9700000
7/5/2019,9/2/2019,S37,C568,negotiation,Smart Protection Mortgage,1900000
7/5/2019,9/2/2019,S88,C730,drop,Versa Credit Protection,4000000
7/5/2019,9/2/2019,S38,C369,closed,Injuries Protection (AIG),1500000
7/5/2019,9/3/2019,S14,C849,initial,Injuries Protection (AIG),6600000
7/5/2019,9/3/2019,S79,C587,initial,Pru Accident Guard Plus,9500000
7/5/2019,9/3/2019,S19,C364,offering,Smart Life Protection,4900000
7/5/2019,9/3/2019,S52,C142,offering,Smart Life Protection,4400000
7/5/2019,9/3/2019,S75,C818,initial,Personal Belongings Protection,9000000
7/5/2019,9/3/2019,S83,C37,initial,Smart Protection Mortgage,3600000
7/5/2019,9/3/2019,S66,C191,negotiation,Credit Life Insurance,6300000
7/5/2019,9/3/2019,S77,C500,offering,Pru Accident Cover,3300000
7/5/2019,9/3/2019,S73,C922,drop,Smart Life Protection,6200000
7/6/2019,9/3/2019,S90,C106,drop,Prumortgage Protection,7500000
7/6/2019,9/3/2019,S66,C1,offering,Pru Accident Guard,7300000
7/6/2019,9/3/2019,S83,C872,offering,Pru Accident Cover,4800000
7/6/2019,9/3/2019,S88,C436,initial,Personal Belongings Protection,2300000
7/6/2019,9/3/2019,S30,C515,negotiation,Prumortgage Protection,1900000
7/6/2019,9/3/2019,S54,C100,closed,Indonesian Fire Insurance Standard Policy,7100000
7/6/2019,9/3/2019,S42,C877,drop,Personal Belongings Protection,600000
7/6/2019,9/4/2019,S33,C458,negotiation,Credit Life Insurance,9500000
7/6/2019,9/4/2019,S34,C881,negotiation,Personal Belongings Protection,8800000
7/6/2019,9/4/2019,S3,C687,negotiation,Pru Accident Guard Plus,7600000
7/6/2019,9/4/2019,S51,C381,identified,Indonesian Fire Insurance Standard Policy,3300000
7/6/2019,9/4/2019,S97,C366,identified,Credit Life Insurance,2300000
7/6/2019,9/4/2019,S81,C681,drop,Prumortgage Protection,5200000
7/6/2019,9/4/2019,S2,C582,drop,Credit Life Insurance,7100000
7/6/2019,9/4/2019,S85,C494,offering,Smart Protection Mortgage,4700000
7/6/2019,9/4/2019,S16,C370,negotiation,Injuries Protection (AIG),7000000
7/6/2019,9/4/2019,S21,C762,identified,Smart Life Protection,9600000
7/6/2019,9/4/2019,S41,C311,initial,Pru Accident Guard Plus,100000
7/6/2019,9/4/2019,S6,C282,negotiation,Indonesian Fire Insurance Standard Policy,3700000
7/6/2019,9/4/2019,S19,C788,initial,Pru Accident Cover,9000000
7/6/2019,9/4/2019,S33,C350,drop,Prumortgage Protection,1900000
7/6/2019,9/4/2019,S35,C831,closed,Smart Protection Mortgage,8700000
7/6/2019,9/4/2019,S68,C937,closed,Pru Accident Guard,3300000
7/7/2019,9/4/2019,S86,C249,identified,Versa Credit Protection,7000000
7/7/2019,9/5/2019,S100,C660,offering,Injuries Protection (AIG),4500000
